Title,description,authors,publishedDate,categories,pages_count,price,shop_id,stock
The Talisman,"The iconic, “extraordinary” (The Washington Post) collaboration between bestselling authors Stephen King and Peter Straub—an epic thriller about a young boy’s quest to save his mother’s life. Jack Sawyer, twelve years old, is about to begin a most fantastic journey, an exalting, terrifying quest for the mystical Talisman—the only thing that can save Jack’s dying mother. But to reach his goal, Jack must make his way not only across the breadth of the United States but also through the wondrous and menacing parallel world of the Territories. In the Territories, Jack finds another realm, where the air is so sweet and clear a man can smell a radish being pulled from the ground a mile away—and a life can be snuffed out instantly in the continuing struggle between good and evil. Here Jack discovers “Twinners,” reflections of the people he knows on earth—most notably Queen Laura, the Twinner of Jack’s own imperiled mother. As Jack “flips” between worlds, making his way westward toward the redemptive Talisman, a sequence of heart-stopping encounters challenges him at every step. An unforgettable epic of adventure and resounding triumph, The Talisman is one of the most influential and highly praised works of fantasy ever written.","Stephen King, Peter Straub",2018-04-17,Fiction,277,85.2,fiction_boutique,False
The Dead (Case Studies in Contemporary Criticism),"Adopted at more than 1,000 colleges and universities, Bedford/St. Martin's innovative Case Studies in Contemporary Criticism series has introduced more than a quarter of a million students to literary theory and earned enthusiastic praise nationwide. Along with an authoritative text of a major literary work, each volume presents critical essays, selected or prepared especially for students, that approach the work from several contemporary critical perspectives, such as gender criticism and cultural studies. Each essay is accompanied by an introduction (with bibliography) to the history, principles, and practice of its critical perspective. Every volume also surveys the biographical, historical, and critical contexts of the literary work and concludes with a glossary of critical terms. New editions reprint cultural documents that contextualize the literary works and feature essays that show how critical perspectives can be combined.",James Joyce,1993-12-15,Fiction,323,90.47,fiction_boutique,False
The Fungus,A man-made microbe that accelerates the normal growth of molds and fungi is responsible for the deformed men and women appearing in hospital emergency rooms.,Harry Adam Knight,1989-01-01,Science fiction,264,135.12,fiction_boutique,True
"A Carol Christmas (Harlequin American Romance, No 321)","Lifetime Guarantee by Cathy Gillen Thacker released on Sep 22, 1989 is available now for purchase.",Cathy Gillen Thacker,1989,Fiction,298,46.9,fiction_boutique,True
THRESHOLD,"'A wild, sleazy, drug-filled odyssey ... Doyle's maverick novel deserves the accolades coming its way' Independent 'The best work to date from a writer who gets better and better with each release' Irish Indepdendent 'A masterclass in what not to do' New Statesman 'His best book so far: riddling, irreverent, fearless' TLS Rob has spent most of his confusing adult life wandering, writing, and imbibing literature and narcotics in equally vast doses. Now, stranded between reckless youth and middle age, between exaltation and despair, his travels have acquired a de facto purpose: the immemorial quest for transcendent meaning. On a lurid pilgrimage for cheap thrills and universal truth, Doyle's narrator takes us from the menacing peripheries of Paris to the drug-fuelled clubland of Berlin, from art festivals to sun-kissed islands, through metaphysical awakenings in Asia and the brink of destruction in Europe, into the shattering revelations brought on by the psychedelic DMT. A dazzling, intimate, and profound celebration of art and ageing, sex and desire, the limits of thought and the extremes of sensation, Threshold confirms Doyle as one of the most original writers in contemporary literature.",Rob Doyle,2020-01-23,Fiction,165,57.75,fiction_boutique,True
Beaches Boys and Betrayal: Summer #6 (Summer),"Summer can't wait to get back to the Florida Keys. She, Marquez, and Diana have already decided to get an apartment so they can spend the whole summer together. But even with her friends by her side, Summer is in for more boy trouble. Summer's boyfriend, Seth, is ready to take their relationship to the next level, but he's all the way across the country in California. Enter Austin, the hottie from spring break whom Summer hasn't stopped thinking about. With Austin flirting 24/7 and Seth hundreds of miles away, Summer is about to learn about true love...",Katherine Applegate,2008-06-03,Juvenile Fiction,306,74.72,fiction_boutique,False
In Dark Places,"Testing the breakthrough psychiatric treatment she has discovered, scientist Robin Cameron invades the minds of two patients--serial killer Justin Gray, who has a penchant for teenage girls, and LAPD cop Alan Brand--a dangerous experiment that leads to the disappearance of her daughter. Original.",Michael Prescott,2004,Fiction,303,116.92,fiction_boutique,True
Claiming of the Deerfoot,"Two short novels in one volume, capturing the excitement of the wild frontier, include ""Barbed Wire,"" in which Jim Lance attempts to occupy a homestead he won in a poker game, but a devious rancher has other plans for him. Reprint.",Peter Dawson,2003-02-28,Fiction,232,26.04,fiction_boutique,True
Moral Hazard: A Novel,"A liberal young woman finds herself working for arrogant, greedy men on Wall Street while her beloved husband begins to suffer from the early onset of Alzheimer's Disease. A first novel. Reader's Guide available. Reprint. 15,000 first printing.",Kate Jennings,2003-05-27,Fiction,222,17.17,fiction_boutique,True
Mail-Order Man,"Charlotte Watkins has always been considered the odd one. Now that her husband has passed, and she’s been trying to run a ranch as well as care for her young son and her home, life is becoming overwhelming. Highly aware that none of the men in town will even consider marrying her, Charlotte decides to send off for a mail-order husband. She doesn’t care what the townspeople thought of her. She has no use for them other than church anyway. Earl Miller loves farming more than anything else in the world, but all the good farmland around Beckham has been purchased by others. The fourth son of a farmer, he knows he won’t be inheriting his father’s farm, so he needs to find a way to make all his dreams come true. When Earl’s sister sends for him, and tells him she’s found him the perfect wife, and all he has to do is move to Montana, he decides it’s the only thing he can do. Will Earl be able to look past Charlotte’s strange past and her reputation in town? How will he take to being a father?",Kirsten Osbourne,2021-09-17,Fiction,215,99.03,fiction_boutique,False
A Snitch in the Snob Squad,"There's a thief at Montrose Middle School. Teachers are reporting money mysteriously missing from their desks. Who's responsible? Could it be Ashley Krupps, the principal's spoiled daughter? She's been spotted recently at the mall splurging on trendy clothes. Or is it Max, who shows up at school one day sporting expensive basketball shoes? Maybe it's Kevin, Jenny's new boyfriend. He's unexpectedly begun to lavish her with extravagant gifts. The Snob Squad is on the case and their suspicions stop at no one - not even each other.",Julie Anne Peters,2010-02-01,Juvenile Fiction,381,51.78,fiction_boutique,True
Dark Fires,"From the bestselling author of Winter in Madrid and Dominion comes a second riveting sixteenth-century thriller featuring hunchback lawyer Matthew Shardlake In 1540, during the reign of Henry VIII, Shardlake is asked to help a young girl accused of murder. She refuses to speak in her defense even when threatened with torture. But just when the case seems lost, Thomas Cromwell, the king’s feared vicar general, offers Shardlake two more weeks to prove his client’s innocence. In exchange, Shardlake must find a lost cache of ""Dark Fire,"" a legendary weapon of mass destruction. What ensues is a page-turning adventure, filled with period detail and history. ""Atmospheric and engaging"" (Margaret George), this second book in Matthew Shardlake Tudor Mystery series delves again into the dark and superstitious world of Cromwell's England introduced in Dissolution.",C. J. Sansom,2005-12-27,Fiction,346,37.88,fiction_boutique,True
Eyes in the Fishbowl,"Newbery Medal winner Zilpha Keatley Snyder delves into the paranormal in this story of a teenage boy who makes an extraordinary discovery The whole thing started six years ago when Dion James was around eight or nine. He got a shoe-shining gig on the corner of Palm and Eighth, outside the big glass-and-bronze doors of Alcott-Simpson’s department store. With his unruly hair and bad limp from polio, Dion looked like a refugee. Envisioning himself one day working at Alcott-Simpson’s, he cleans up his act and starts dressing better. Fourteen-year-old Dion still dreams of working at the luxury department store when he sees a girl with big black eyes and long black hair pursued by store detectives for stealing a sweater. A few days later, Dion is in the store when he hears a scream, and all hell breaks loose. Locked in after the store empties out, Dion sees a familiar figure: the sweater thief. Her name is Sara, and soon she and Dion are eyewitnesses to a bizarre series of events that have no rational explanation. Who is Sara? And why is there a pair of eyes in the mink-lined fishbowl? This ebook features an extended biography of Zilpha Keatley Snyder.",Zilpha Keatley Snyder,2014-04-15,Juvenile Fiction,254,96.28,fiction_boutique,False
"Standoff, The","When Jake, Sophia, and Brody slide down the tube slide at their local park, they are shocked to find themselves in an underground headquarters and transformed into Secret Slide Money Club agents. Soon the friends learn that they’re in an ongoing battle against Albatross, a selfish villain who uses bad money choices to turn other kids into Albies. The agents must help the Albies get free of Albatross’s reach and start to make good money choices—all while going on some ridiculous new adventures. In this first book in the series, the three friends must help a classmate raise money for their school. But when the Albies try to crash the agents’ lemonade stand, it’s time to launch some lemons while learning a lesson in giving. The Secret Slide Money Club is a unique early-reader fiction series that uses humor and adventure to teach children the foundational principles of financial health—Give, Save, Live. This first trio of books is quick-paced, offering tons of silliness and action while showing young readers about God's way to be wise with money. Also available! Book 2—The Mad Cash Dash Book 3—Trouble at the Toy Store",Art Rainer,2019-07-15,Juvenile Fiction,344,103.77,fiction_boutique,False
"On the Case (From the Files of Madison Finn, Book 17)","Maddie has turned super sleuth! Every week, Madison can’t wait for her favorite show, Crime Time—she loves mysteries and knows she would make a great detective. So when her flute teacher’s priceless sheet music goes missing, Maddie decides to solve the case. As she collects the clues and compiles the list of suspects, Maddie realizes that the thief could be anyone! But soon, playing detective starts to get in the way of Maddie’s friendships, and snooping around takes her to places she doesn’t belong. Is there even a real crime to be solved, or is this just Maddie’s overactive imagination running wild?",Laura Dower,2014-03-25,Juvenile Fiction,270,70.14,fiction_boutique,False
Thief Of Hearts,"Prim and pampered, Lucina Snow knew little of men and nothing of danger, until the fog-shrouded night she found herself abducted—and at the mercy of the legendary Captain Doom. Ruthless and mocking, tender and virile, the notorious pirate awakened all Lucy's passionate longings, then abandoned her with nothing but a kiss... Now safely at home, the alluring waif is tormented by treacherous memories—and by the presence of Gerard Claremont, her mysterious new bodyguard. Everything about him, from his forbidding size to his impertinent manner, sparks her defiance. And even when Gerard's smile turns seductive, no one can make her forget Doom. Yet only when Lucy's path crosses the captain's once more, will she learn who is on a voyage of retribution, and who is out to steal her heart... From the Paperback edition.",Teresa Medeiros,2011-01-26,Fiction,248,102.91,fiction_boutique,True
A Treasury of Curious George,"“He was a good little monkey and always very curious.” This is how H. A. Rey and his wife, Margret, first introduced their now beloved troublemaker-hero to young readers in 1941. In this hefty 192-page hardcover treasury, Curious George fans will find eight stories based on the popular primate, painted in Rey’s original watercolor and charcoal style: Curious George Takes a Train (2002), Curious George Visits a Toy Store (2002), Curious George and the Dump Truck (1999), Curious George and the Birthday Surprise (2003), Curious George Goes Camping (1999), Curious George Goes to a Costume Party (2001), Curious George Visits the Library (2003), and Curious George in the Big City (2001). A wonderful collection for your own mischievous monkey. For more monkey fun, investigate www.curiousgeorge.com and discover all the latest on Curious George books, promotions, games, activities, and more!",H. A. Rey,2004-10-25,Juvenile Fiction,344,49.1,fiction_boutique,False
The Hall of the Vampires: Book I,"Cleo's world has never been ordinary, but when her cousin shows up in a coffin bringing the family's dark secret with him, she knows her life will never be the same. Despite her efforts, Cleo is dragged into a web of antics that bring her face to face with a living nightmare. For Cleo, not making a choice about her life could mean a fate worse than death.",H. Jorgensen,2002-03-01,Fiction,325,81.93,fiction_boutique,True
Dog of the High Sierras,"This classic book contains a heart-warming story written by the master of dog-based literature, Albert Terhune. a brilliant tale of courage and loyalty, this book features Gray Dawn, a much beloved recurring canine in Terhune’s work, and constitutes a perfect example of why dogs are man’s best friend. Delightfully written with the passion fans of Terhune’s work have come to expect, Dog of the Sierra is a must-read for dog-lovers of all ages and has been elected for modern republication in the hope that it can continue to be read and enjoyed for generations to come. Albert Payson Terhune (1872 –1942) was an American author, journalist, and passionate dog breeder, most famous for his numerous books detailing the adventures of dogs. This scarce antiquarian book was first published in 1951 and is proudly republished here with a new introductory biography of the author.",Albert Payson Terhune,2014-04-15,Fiction,198,29.93,fiction_boutique,True
A Doctor Like Papa,"When the influenza epidemic of 1918 comes to Vermont, eleven-year-old Margaret, who has always wanted to be a physician, finds out what doctoring is like.",Natalie Kinsey-Warnock,2003-11-04,Juvenile Fiction,222,132.64,fiction_boutique,False
"The Killing Jar (Alternity Sci-Fi Roleplaying, Dark Matter Setting Adventure)","Fresh update to a favorite campaign setting. d20 Dark•Matteris a 160-page d20 Modern® supplement that updates the originalDark•Matter Campaign Setting(created for the Alternity® Science Fiction Roleplaying Game), making it fully compatible with the d20 Modern rules. It also includes some new content. d20 Dark•Matterpresents a world where devious organizations scheme for world domination, otherworldly forces infiltrate our power structures, and creatures from our nightmares lurk in the shadows. Working for a clandestine organization called the Hoffmann Institute, heroes explore hidden mysteries while eluding forces — both human and alien — that scheme to control the truth. AUTHOR INFORMATION WOLFGANG BAUR began his gaming career writing articles forDungeon® andDragon® magazines and eventually joined the magazine staff as an editor. He later worked as a game designer for TSR, Inc. and Wizards of the Coast, Inc. In 1998, he left Wizards to work at Microsoft. He currently freelances for Wizards and other RPG publishing companies. MONTE COOK worked at TSR, Inc. and Wizards of the Coast, Inc. as a game designer before leaving to found his own game company, Malhavoc Press. He co-designed the 3rd-Edition Dungeons & Dragons® game and wrote theDungeon Master’s Guide™. He also writes a regular Dungeon Master advice column inDungeonmagazine.","Wolfgang Baur, Monte Cook",2006,Fiction,283,59.2,fiction_boutique,True
"Red, Blue, Yellow Shoe Board Book",Photographs of common objects with the color of each object printed below introduce the reader to colors.,Tana Hoban,1986-09-22,Juvenile Fiction,959,88.43,fiction_boutique,False
"A Day, A Night, Another Day, Summer: Stories","A compelling anthology of short fiction by the acclaimed author of Florida and Nightwork includes stories that go behind the doors of the home to reveal the complexities of human relationships, in a volume that includes such tales as ""Young,"" ""See Amid the Winter's Snow,"" ""They Turn Their Bodies into Spears,"" and others. Reprint. 20,000 first printing.",Christine Schutt,2006,Fiction,212,79.08,fiction_boutique,False
Uncle Arthur's Bedtime Stories: Vol. 1,"Cameron Wolfe woont nog thuis met zijn ouders, zijn broer Ruben en zijn zus Sarah. Cameron kijkt op tegen zijn broer, die elke week een nieuwe vriendin lijkt te hebben. Als Octavia haar intrede doet in huize Wolfe, begrijpt Cameron niet hoe zijn broer zo'n lief meisje heeft kunnen inpalmen. Maar als Ruben haar dumpt, krijgt Cameron zijn kans. Octavia geeft hem de moed de confrontatie aan te gaan met zichzelf en zijn demonen. Tegenover haar wil hij bewijzen dat er niets mooiers is dan een underdog die opkomt voor zichzelf...",Markus Zusak,2012-06-15,Fiction,299,86.64,fiction_boutique,False
"A Barrel of Laughs, a Vale of Tears","‘Prince Roger sets out eagerly on a quest and finds a few adventures, a lot of friends, a damsel or two in distress (not!) and himself, in the end. A ‘carrier of joy’ whose mere presence causes everyone to laugh uncontrollably, Roger finds cruelty and kindness equally amusing, and expects his quest to be a lark. It’s anything but: As Roger passes through the Forever Forest, nearly starves at the Dastardly Divide, sees people at their worst in the Valley of Vengeance, and temporarily despairs in the Mountains of Malice, he sobers up, learns to care for others, becomes an expert peacemaker, does Good Deeds, and falls in love with Lady Sadie, who says what she thinks as she repeatedly saves his bacon.’—K. ‘Feiffer’s worldly-wise, confiding tone and sense of the absurd are highly congenial, and the drawings are a vintage Feiffer delight.’—Publishers Weekly. 100 Books for Reading and Sharing 1995 (NY Public Library)",Jules Feiffer,1998-03-07,Juvenile Fiction,236,44.93,fiction_boutique,False
The Dalmatian,"Dodie Smith’s classic tale adapted into a playful and stylish new picture book Dalmatians Pongo and Missis live in London with their beloved owners. When Missis finds out she’s going to have puppies, they’re all thrilled! But, Missis doesn’t just have one puppy . . . or two . . . or three . . . she has fifteen! When the puppies go missing, Pongo and Missis know that there’s only one woman who can be behind the dognapping: the notorious Cruella de Vil. They strike out across the city and—with a little help from the street dogs of London—rescue their pups and many, many more from a terrible fate.","Dodie Smith, Peter Bently",2019-09-03,Juvenile Fiction,228,124.4,fiction_boutique,True
Sanguinet's Crown,"Harry– Claude S. is on the move at last. Meet me at Strand Hall near Horsham, in Sussex. Tell no one. In haste– Trader It is this urgent message that brings together all the major characters from Patricia Veryan's previous Regency novels in the Sanguinet Saga for the most thrilling adventure yet. The year is 1817, and Claude Sanguinet is restless again. His past machinations include an unsuccessful plot to overthrow the British government by kidnapping the Prince Regent. Sanguine is determined not to fail again: this time he will do away with Prince George altogether...",Patricia Veryan,2015-10-20,Fiction,241,115.67,fiction_boutique,False
PRENTICE HALL MATH COURSE 2 STUDY GUIDE AND PRACTICE WORKBOOK 2004C,"A math text creates a path for students - one that should be easy to navigate, with clearly marked signposts, built-in footholds, and places to stop and assess progress along the way. Research-based and updated for today's classroom, Prentice Hall Mathematics is that well-constructed path. An outstanding author team and unmatched continuity of content combine with timesaving support to help teachers guide students along the road to success.",Randall Inners Charles,2003-02,Juvenile Nonfiction,338,141.32,fiction_boutique,True
Let's Be Animals (Harper Growing Tree),"Young children can count the animals as they hop, jump, and dance through the rain.",Kathi Appelt,2001-05-08,Juvenile Fiction,292,52.03,fiction_boutique,True
Leopard in the Sun (Vintage International),"A deadly fight over a woman leads to two related families torn apart by blood, until one man is forced to turn his back on his heritage to keep the woman he loves, and two women risk everything to secure a future for their sons, in a story set against the backdrop of the rise of Colombia's drug cartels. Reprint. 15,000 first printing.","Laura Restrepo, Stephen A. Lytle",2000,Fiction,369,68.37,fiction_boutique,False
Robert Browning: Selected Poems,"Robert Browning was one of the greatest of English poets, whose intense and original imagination enabled him to transform any subject he chose - whether everyday or sublime - into startling memorable verse. In his work he brought to life the personalities of a diverse range of characters, and introduced a new immediacy, colloquial energy and psychological complexity to the poetry of his day. This selection brings together verse ranging from early dramatic monologues such as the chilling 'My Last Duchess' and the ribald 'Fra Lippo Lippi', which show his gift for inhabiting the mind of another, to the popular children's poem 'The Pied Piper of Hamelin' and many lesser known works. All display his innovative techniques of diction, rhythm and symbol, which transformed Victorian poetry and influenced major poets of the twentieth century such as Ezra Pound, T. S. Eliot and Robert Frost.",Robert Browning,2004-06-24,Poetry,245,66.9,fiction_boutique,False
